route_id,service_id,trip_id,trip_headsign,trip_short_name,shape_id,wheelchair_accessible,bikes_allowed
L5,Dissabtes-26,Disab26_512_06,Rot. GI-533 (HIPRA),Destí Rot. Gi.533 (HIPRA),L5-502,1,1
L5,Dissabtes-26,Disab26_512_07,Germans Sàbat,Destí Germans Sàbat,L5-501,1,1
L5,Dissabtes-26,Disab26_512_08,Rot. GI-533 (HIPRA),Destí Rot. Gi.533 (HIPRA),L5-502,1,1
L5,Dissabtes-26,Disab26_512_09,Germans Sàbat,Destí Germans Sàbat,L5-501,1,1
L5,Dissabtes-26,Disab26_513_10,Rot. GI-533 (HIPRA),Destí Rot. Gi.533 (HIPRA),L5-502,1,1
L5,Dissabtes-26,Disab26_513_11,Germans Sàbat,Destí Germans Sàbat,L5-501,1,1
L5,Dissabtes-26,Disab26_513_12,Rot. GI-533 (HIPRA),Destí Rot. Gi.533 (HIPRA),L5-502,1,1
L5,Dissabtes-26,Disab26_513_13,Germans Sàbat,Destí Germans Sàbat,L5-501,1,1
L5,Dissabtes-26,Disab26_513_14,Rot. GI-533 (HIPRA),Destí Rot. Gi.533 (HIPRA),L5-502,1,1
L5,Dissabtes-26,Disab26_513_15,Germans Sàbat,Destí Germans Sàbat,L5-501,1,1
L5,Dissabtes-26,Disab26_513_16,Aiguaviva,Destí Aiguaviva via Vilablareix,L5-302,1,1
L5,Dissabtes-26,Disab26_513_17,Germans Sàbat,Destí Germans Sàbat,L5-301,1,1
L5,Dissabtes-26,Disab26_513_18,Rot. GI-533 (HIPRA),Destí Rot. Gi.533 (HIPRA),L5-502,1,1
L5,Dissabtes-26,Disab26_513_19,Germans Sàbat,Destí Germans Sàbat,L5-501,1,1
L5,Dissabtes-26,Disab26_513_01,Germans Sàbat,Destí Germans Sàbat,L5-501,1,1
L5,Dissabtes-26,Disab26_513_20,Aiguaviva,Destí Aiguaviva via Vilablareix,L5-302,1,1
L5,Dissabtes-26,Disab26_513_02,Rot. GI-533 (HIPRA),Destí Rot. Gi.533 (HIPRA),L5-502,1,1
L5,Dissabtes-26,Disab26_513_03,Germans Sàbat,Destí Germans Sàbat,L5-501,1,1
L5,Dissabtes-26,Disab26_513_04,Rot. GI-533 (HIPRA),Destí Rot. Gi.533 (HIPRA),L5-502,1,1
L5,Dissabtes-26,Disab26_513_05,Germans Sàbat,Destí Germans Sàbat,L5-501,1,1
L5,Dissabtes-26,Disab26_513_06,Rot. GI-533 (HIPRA),Destí Rot. Gi.533 (HIPRA),L5-502,1,1
L5,Dissabtes-26,Disab26_513_07,Germans Sàbat,Destí Germans Sàbat,L5-501,1,1
L5,Dissabtes-26,Disab26_513_08,Aiguaviva,Destí Aiguaviva via Vilablareix,L5-302,1,1
L5,Dissabtes-26,Disab26_513_09,Germans Sàbat,Destí Germans Sàbat,L5-301,1,1
L7,Dissabtes-26,Disab26_711_10,Can Gibert del Pla,Destí Can Gibert del Pla,L7-2,1,1
L7,Dissabtes-26,Disab26_711_11,Campus Barri Vell - Torre Gironella,Destí Torre Gironella,L7-101,1,1
L7,Dissabtes-26,Disab26_711_12,Can Gibert del Pla,Destí Can Gibert del Pla,L7-2,1,1
L7,Dissabtes-26,Disab26_711_13,Campus Barri Vell - Torre Gironella,Destí Torre Gironella,L7-101,1,1
L7,Dissabtes-26,Disab26_711_14,Can Gibert del Pla,Destí Can Gibert del Pla,L7-2,1,1
L7,Dissabtes-26,Disab26_711_15,Campus Barri Vell - Torre Gironella,Destí Torre Gironella,L7-101,1,1
L7,Dissabtes-26,Disab26_711_16,Can Gibert del Pla,Destí Can Gibert del Pla,L7-2,1,1
L7,Dissabtes-26,Disab26_711_17,Campus Barri Vell - Torre Gironella,Destí Torre Gironella,L7-101,1,1
L7,Dissabtes-26,Disab26_711_18,Can Gibert del Pla,Destí Can Gibert del Pla,L7-2,1,1
L7,Dissabtes-26,Disab26_711_19,Campus Barri Vell - Torre Gironella,Destí Torre Gironella,L7-101,1,1
L7,Dissabtes-26,Disab26_711_01,Campus Barri Vell - Torre Gironella,Destí Torre Gironella,L7-101,1,1
L7,Dissabtes-26,Disab26_711_20,Can Gibert del Pla,Destí Can Gibert del Pla,L7-2,1,1
L7,Dissabtes-26,Disab26_711_21,Campus Barri Vell - Torre Gironella,Destí Torre Gironella,L7-101,1,1
L7,Dissabtes-26,Disab26_711_22,Can Gibert del Pla,Destí Can Gibert del Pla,L7-2,1,1
L7,Dissabtes-26,Disab26_711_23,Campus Barri Vell - Torre Gironella,Destí Torre Gironella,L7-101,1,1
L7,Dissabtes-26,Disab26_711_24,Can Gibert del Pla,Destí Can Gibert del Pla,L7-2,1,1
L7,Dissabtes-26,Disab26_711_25,Campus Barri Vell - Torre Gironella,Destí Torre Gironella,L7-101,1,1
L7,Dissabtes-26,Disab26_711_26,Can Gibert del Pla,Destí Can Gibert del Pla,L7-2,1,1
L7,Dissabtes-26,Disab26_711_27,Campus Barri Vell - Torre Gironella,Destí Torre Gironella,L7-101,1,1
L7,Dissabtes-26,Disab26_711_28,Can Gibert del Pla,Destí Can Gibert del Pla,L7-2,1,1
L7,Dissabtes-26,Disab26_711_29,Campus Barri Vell - Torre Gironella,Destí Torre Gironella,L7-101,1,1
L7,Dissabtes-26,Disab26_711_02,Can Gibert del Pla,Destí Can Gibert del Pla,L7-2,1,1
L7,Dissabtes-26,Disab26_711_30,Can Gibert del Pla,Destí Can Gibert del Pla,L7-2,1,1
L7,Dissabtes-26,Disab26_711_03,Campus Barri Vell - Torre Gironella,Destí Torre Gironella,L7-101,1,1
L7,Dissabtes-26,Disab26_711_04,Can Gibert del Pla,Destí Can Gibert del Pla,L7-2,1,1
L7,Dissabtes-26,Disab26_711_05,Campus Barri Vell - Torre Gironella,Destí Torre Gironella,L7-101,1,1
L7,Dissabtes-26,Disab26_711_06,Can Gibert del Pla,Destí Can Gibert del Pla,L7-2,1,1
L7,Dissabtes-26,Disab26_711_07,Campus Barri Vell - Torre Gironella,Destí Torre Gironella,L7-101,1,1
L7,Dissabtes-26,Disab26_711_08,Can Gibert del Pla,Destí Can Gibert del Pla,L7-2,1,1
L7,Dissabtes-26,Disab26_711_09,Campus Barri Vell - Torre Gironella,Destí Torre Gironella,L7-101,1,1
L7,Dissabtes-26,Disab26_712_10,Can Gibert del Pla,Destí Can Gibert del Pla,L7-2,1,1
L7,Dissabtes-26,Disab26_712_11,Campus Barri Vell - Torre Gironella,Destí Torre Gironella,L7-101,1,1
L7,Dissabtes-26,Disab26_712_12,Can Gibert del Pla,Destí Can Gibert del Pla,L7-2,1,1
L7,Dissabtes-26,Disab26_712_13,Campus Barri Vell - Torre Gironella,Destí Torre Gironella,L7-101,1,1
L7,Dissabtes-26,Disab26_712_01,Campus Barri Vell - Torre Gironella,Destí Torre Gironella,L7-101,1,1
L7,Dissabtes-26,Disab26_712_02,Can Gibert del Pla,Destí Can Gibert del Pla,L7-2,1,1
L7,Dissabtes-26,Disab26_712_03,Campus Barri Vell - Torre Gironella,Destí Torre Gironella,L7-101,1,1
L7,Dissabtes-26,Disab26_712_04,Can Gibert del Pla,Destí Can Gibert del Pla,L7-2,1,1
L7,Dissabtes-26,Disab26_712_05,Campus Barri Vell - Torre Gironella,Destí Torre Gironella,L7-101,1,1
L7,Dissabtes-26,Disab26_712_06,Can Gibert del Pla,Destí Can Gibert del Pla,L7-2,1,1
L7,Dissabtes-26,Disab26_712_07,Campus Barri Vell - Torre Gironella,Destí Torre Gironella,L7-101,1,1
L7,Dissabtes-26,Disab26_712_08,Can Gibert del Pla,Destí Can Gibert del Pla,L7-2,1,1
L7,Dissabtes-26,Disab26_712_09,Campus Barri Vell - Torre Gironella,Destí Torre Gironella,L7-101,1,1
L10,DS_Flo,DS-Flo1001_10,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,DS_Flo,DS-Flo1001_11,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,DS_Flo,DS-Flo1001_12,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,DS_Flo,DS-Flo1001_13,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,DS_Flo,DS-Flo1001_14,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,DS_Flo,DS-Flo1001_15,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,DS_Flo,DS-Flo1001_16,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,DS_Flo,DS-Flo1001_17,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,DS_Flo,DS-Flo1001_18,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,DS_Flo,DS-Flo1001_19,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,DS_Flo,DS-Flo1001_01,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,DS_Flo,DS-Flo1001_20,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,DS_Flo,DS-Flo1001_21,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,DS_Flo,DS-Flo1001_22,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,DS_Flo,DS-Flo1001_23,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,DS_Flo,DS-Flo1001_24,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,DS_Flo,DS-Flo1001_25,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,DS_Flo,DS-Flo1001_26,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,DS_Flo,DS-Flo1001_27,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,DS_Flo,DS-Flo1001_28,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,DS_Flo,DS-Flo1001_29,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,DS_Flo,DS-Flo1001_02,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,DS_Flo,DS-Flo1001_30,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,DS_Flo,DS-Flo1001_03,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,DS_Flo,DS-Flo1001_04,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,DS_Flo,DS-Flo1001_5,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,DS_Flo,DS-Flo1001_6,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,DS_Flo,DS-Flo1001_7,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,DS_Flo,DS-Flo1001_8,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,DS_Flo,DS-Flo1001_9,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,DS_Flo,DS-Flo1002_10,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,DS_Flo,DS-Flo1002_11,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,DS_Flo,DS-Flo1002_12,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,DS_Flo,DS-Flo1002_13,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,DS_Flo,DS-Flo1002_14,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,DS_Flo,DS-Flo1002_15,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,DS_Flo,DS-Flo1002_16,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,DS_Flo,DS-Flo1002_17,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,DS_Flo,DS-Flo1002_18,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,DS_Flo,DS-Flo1002_19,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,DS_Flo,DS-Flo1002_1,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,DS_Flo,DS-Flo1002_20,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,DS_Flo,DS-Flo1002_21,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,DS_Flo,DS-Flo1002_22,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,DS_Flo,DS-Flo1002_23,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,DS_Flo,DS-Flo1002_24,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,DS_Flo,DS-Flo1002_25,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,DS_Flo,DS-Flo1002_26,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,DS_Flo,DS-Flo1002_27,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,DS_Flo,DS-Flo1002_28,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,DS_Flo,DS-Flo1002_29,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,DS_Flo,DS-Flo1002_2,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,DS_Flo,DS-Flo1002_3,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,DS_Flo,DS-Flo1002_4,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,DS_Flo,DS-Flo1002_5,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,DS_Flo,DS-Flo1002_6,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,DS_Flo,DS-Flo1002_7,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L10,DS_Flo,DS-Flo1002_8,Fornells De La Selva,Destí Fornells de la Selva,L10-1,1,1
L10,DS_Flo,DS-Flo1002_9,Estacio Autobusos/RENFE,Destí Estació RENFE,L10-2,1,1
L11,DS_Flo,DS-Flo1111_10,UdG Montilivi,Destí UdG Montilivi,L11-702,1,1
L11,DS_Flo,DS-Flo1111_11,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,DS_Flo,DS-Flo1111_12,UdG Montilivi,Destí UdG Montilivi,L11-702,1,1
L11,DS_Flo,DS-Flo1111_13,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,DS_Flo,DS-Flo1111_14,UdG Montilivi,Destí UdG Montilivi,L11-802,1,1
L11,DS_Flo,DS-Flo1111_15,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,DS_Flo,DS-Flo1111_16,UdG Montilivi,Destí UdG Montilivi,L11-802,1,1
L11,DS_Flo,DS-Flo1111_17,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,DS_Flo,DS-Flo1111_18,UdG Montilivi,Destí UdG Montilivi,L11-802,1,1
L11,DS_Flo,DS-Flo1111_19,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,DS_Flo,DS-Flo1111_1,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,DS_Flo,DS-Flo1111_20,UdG Montilivi,Destí UdG Montilivi,L11-802,1,1
L11,DS_Flo,DS-Flo1111_21,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,DS_Flo,DS-Flo1111_22,UdG Montilivi,Destí UdG Montilivi,L11-702,1,1
L11,DS_Flo,DS-Flo1111_23,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,DS_Flo,DS-Flo1111_24,UdG Montilivi,Destí UdG Montilivi,L11-802,1,1
L11,DS_Flo,DS-Flo1111_25,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,DS_Flo,DS-Flo1111_26,UdG Montilivi,Destí UdG Montilivi,L11-702,1,1
L11,DS_Flo,DS-Flo1111_27,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,DS_Flo,DS-Flo1111_28,UdG Montilivi,Destí UdG Montilivi,L11-802,1,1
L11,DS_Flo,DS-Flo1111_29,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,DS_Flo,DS-Flo1111_2,UdG Montilivi,Destí UdG Montilivi,L11-802,1,1
L11,DS_Flo,DS-Flo1111_3,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,DS_Flo,DS-Flo1111_4,UdG Montilivi,Destí UdG Montilivi,L11-802,1,1
L11,DS_Flo,DS-Flo1111_5,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,DS_Flo,DS-Flo1111_6,UdG Montilivi,Destí UdG Montilivi,L11-802,1,1
L11,DS_Flo,DS-Flo1111_7,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,DS_Flo,DS-Flo1111_8,UdG Montilivi,Destí UdG Montilivi,L11-702,1,1
L11,DS_Flo,DS-Flo1111_9,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,DS_Flo,DS-Flo1112_10,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,DS_Flo,DS-Flo1112_11,UdG Montilivi,Destí UdG Montilivi,L11-702,1,1
L11,DS_Flo,DS-Flo1112_12,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,DS_Flo,DS-Flo1112_13,UdG Montilivi,Destí UdG Montilivi,L11-802,1,1
L11,DS_Flo,DS-Flo1112_14,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,DS_Flo,DS-Flo1112_1,UdG Montilivi,Destí UdG Montilivi,L11-802,1,1
L11,DS_Flo,DS-Flo1112_2,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,DS_Flo,DS-Flo1112_3,UdG Montilivi,Destí UdG Montilivi,L11-802,1,1
L11,DS_Flo,DS-Flo1112_4,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,DS_Flo,DS-Flo1112_5,UdG Montilivi,Destí UdG Montilivi,L11-802,1,1
L11,DS_Flo,DS-Flo1112_6,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,DS_Flo,DS-Flo1112_7,UdG Montilivi,Destí UdG Montilivi,L11-702,1,1
L11,DS_Flo,DS-Flo1112_8,CAP Güell,Destí CAP Güell,L11-1,1,1
L11,DS_Flo,DS-Flo1112_9,UdG Montilivi,Destí UdG Montilivi,L11-702,1,1
L1,DS_Flo,DS-Flo1211_10,Avellaneda,Destí Avellaneda,L1-2,1,1
L2,DS_Flo,DS-Flo1211_11,Puig d'en Roca,Destí Hospital Josep Trueta i  Puig d'en Roca,L2-101,1,1
L2,DS_Flo,DS-Flo1211_12,Avellaneda,Destí Avellaneda,L2-102,1,1
L1,DS_Flo,DS-Flo1211_13,Montjuïc,Destí Montjuic,L1-1,1,1
L1,DS_Flo,DS-Flo1211_14,Avellaneda,Destí Avellaneda,L1-2,1,1
L2,DS_Flo,DS-Flo1211_15,Hospital Josep Trueta,Destí Hospital Josep Trueta,L2-1,1,1
L2,DS_Flo,DS-Flo1211_16,Avellaneda,Destí Avellaneda,L2-2,1,1
L1,DS_Flo,DS-Flo1211_17,Montjuic,Destí Montjuic,L1-301,1,1
L1,DS_Flo,DS-Flo1211_18,Avellaneda,Destí Avellaneda,L1-2,1,1
L2,DS_Flo,DS-Flo1211_19,Hospital Josep Trueta,Destí Hospital Josep Trueta,L2-1,1,1
L1,DS_Flo,DS-Flo1211_01,Montjuïc,Destí Montjuic,L1-1,1,1
L2,DS_Flo,DS-Flo1211_20,Avellaneda,Destí Avellaneda,L2-2,1,1
L1,DS_Flo,DS-Flo1211_21,Montjuïc,Destí Montjuic,L1-1,1,1
L1,DS_Flo,DS-Flo1211_22,Avellaneda,Destí Avellaneda,L1-2,1,1
L2,DS_Flo,DS-Flo1211_23,Hospital Josep Trueta,Destí Hospital Josep Trueta,L2-1,1,1
L2,DS_Flo,DS-Flo1211_24,Avellaneda,Destí Avellaneda,L2-2,1,1
L1,DS_Flo,DS-Flo1211_02,Avellaneda,Destí Avellaneda,L1-2,1,1
L2,DS_Flo,DS-Flo1211_03,Puig d'en Roca,Destí Hospital Josep Trueta i  Puig d'en Roca,L2-101,1,1
L2,DS_Flo,DS-Flo1211_04,Avellaneda,Destí Avellaneda,L2-102,1,1
L1,DS_Flo,DS-Flo1211_05,Montjuïc,Destí Montjuic,L1-1,1,1
L1,DS_Flo,DS-Flo1211_06,Avellaneda,Destí Avellaneda,L1-2,1,1
L2,DS_Flo,DS-Flo1211_07,Hospital Josep Trueta,Destí Hospital Josep Trueta,L2-1,1,1
L2,DS_Flo,DS-Flo1211_08,Avellaneda,Destí Avellaneda,L2-2,1,1
L1,DS_Flo,DS-Flo1211_09,Montjuic,Destí Montjuic,L1-301,1,1
L2,DS_Flo,DS-Flo1212_10,Avellaneda,Destí Avellaneda,L2-102,1,1
L1,DS_Flo,DS-Flo1212_11,Montjuïc,Destí Montjuic,L1-1,1,1
L1,DS_Flo,DS-Flo1212_12,Avellaneda,Destí Avellaneda,L1-2,1,1
L2,DS_Flo,DS-Flo1212_13,Hospital Josep Trueta,Destí Hospital Josep Trueta,L2-1,1,1
L2,DS_Flo,DS-Flo1212_14,Avellaneda,Destí Avellaneda,L2-2,1,1
L1,DS_Flo,DS-Flo1212_15,Montjuic,Destí Montjuic,L1-301,1,1
L1,DS_Flo,DS-Flo1212_16,Avellaneda,Destí Avellaneda,L1-2,1,1
L2,DS_Flo,DS-Flo1212_17,Puig d'en Roca,Destí Hospital Josep Trueta i  Puig d'en Roca,L2-101,1,1
L2,DS_Flo,DS-Flo1212_18,Avellaneda,Destí Avellaneda,L2-102,1,1
L1,DS_Flo,DS-Flo1212_19,Montjuïc,Destí Montjuic,L1-1,1,1
L2,DS_Flo,DS-Flo1212_01,Hospital Josep Trueta,Destí Hospital Josep Trueta,L2-1,1,1
L1,DS_Flo,DS-Flo1212_20,Avellaneda,Destí Avellaneda,L1-2,1,1
L2,DS_Flo,DS-Flo1212_21,Hospital Josep Trueta,Destí Hospital Josep Trueta,L2-1,1,1
L2,DS_Flo,DS-Flo1212_22,Avellaneda,Destí Avellaneda,L2-2,1,1
L1,DS_Flo,DS-Flo1212_23,Montjuic,Destí Montjuic,L1-301,1,1
L1,DS_Flo,DS-Flo1212_24,Avellaneda,Destí Avellaneda,L1-2,1,1
L2,DS_Flo,DS-Flo1212_25,Hospital Josep Trueta,Destí Hospital Josep Trueta,L2-1,1,1
L2,DS_Flo,DS-Flo1212_26,Avellaneda,Destí Avellaneda,L2-2,1,1
L2,DS_Flo,DS-Flo1212_02,Avellaneda,Destí Avellaneda,L2-2,1,1
L1,DS_Flo,DS-Flo1212_03,Montjuïc,Destí Montjuic,L1-1,1,1
L1,DS_Flo,DS-Flo1212_04,Avellaneda,Destí Avellaneda,L1-2,1,1
L2,DS_Flo,DS-Flo1212_05,Hospital Josep Trueta,Destí Hospital Josep Trueta,L2-1,1,1
L2,DS_Flo,DS-Flo1212_06,Avellaneda,Destí Avellaneda,L2-2,1,1
L1,DS_Flo,DS-Flo1212_07,Montjuic,Destí Montjuic,L1-301,1,1
L1,DS_Flo,DS-Flo1212_08,Avellaneda,Destí Avellaneda,L1-2,1,1
L2,DS_Flo,DS-Flo1212_09,Puig d'en Roca,Destí Hospital Josep Trueta i  Puig d'en Roca,L2-101,1,1
L2,DS_Flo,DS-Flo1213_10,Avellaneda,Destí Avellaneda,L2-2,1,1
L1,DS_Flo,DS-Flo1213_11,Montjuic,Destí Montjuic,L1-301,1,1
L1,DS_Flo,DS-Flo1213_12,Avellaneda,Destí Avellaneda,L1-2,1,1
L2,DS_Flo,DS-Flo1213_13,Puig d'en Roca,Destí Hospital Josep Trueta i  Puig d'en Roca,L2-101,1,1
L2,DS_Flo,DS-Flo1213_14,Avellaneda,Destí Avellaneda,L2-102,1,1
L1,DS_Flo,DS-Flo1213_15,Montjuïc,Destí Montjuic,L1-1,1,1
L1,DS_Flo,DS-Flo1213_16,Avellaneda,Destí Avellaneda,L1-2,1,1
L2,DS_Flo,DS-Flo1213_17,Hospital Josep Trueta,Destí Hospital Josep Trueta,L2-1,1,1
L2,DS_Flo,DS-Flo1213_18,Avellaneda,Destí Avellaneda,L2-2,1,1
L1,DS_Flo,DS-Flo1213_19,Montjuic,Destí Montjuic,L1-301,1,1
L2,DS_Flo,DS-Flo1213_01,Hospital Josep Trueta,Destí Hospital Josep Trueta,L2-1,1,1
L1,DS_Flo,DS-Flo1213_20,Avellaneda,Destí Avellaneda,L1-2,1,1
L2,DS_Flo,DS-Flo1213_21,Hospital Josep Trueta,Destí Hospital Josep Trueta,L2-1,1,1
L2,DS_Flo,DS-Flo1213_22,Avellaneda,Destí Avellaneda,L2-2,1,1
L1,DS_Flo,DS-Flo1213_23,Montjuïc,Destí Montjuic,L1-1,1,1
L1,DS_Flo,DS-Flo1213_24,Ramon Folch,Destí Av. Ramon Folch,L1-202,1,1
L2,DS_Flo,DS-Flo1213_02,Avellaneda,Destí Avellaneda,L2-2,1,1
L1,DS_Flo,DS-Flo1213_03,Montjuic,Destí Montjuic,L1-301,1,1
L1,DS_Flo,DS-Flo1213_04,Avellaneda,Destí Avellaneda,L1-2,1,1
L2,DS_Flo,DS-Flo1213_05,Puig d'en Roca,Destí Hospital Josep Trueta i  Puig d'en Roca,L2-101,1,1
L2,DS_Flo,DS-Flo1213_06,Avellaneda,Destí Avellaneda,L2-102,1,1
L1,DS_Flo,DS-Flo1213_07,Montjuïc,Destí Montjuic,L1-1,1,1
L1,DS_Flo,DS-Flo1213_08,Avellaneda,Destí Avellaneda,L1-2,1,1
L2,DS_Flo,DS-Flo1213_09,Hospital Josep Trueta,Destí Hospital Josep Trueta,L2-1,1,1
L2,DS_Flo,DS-Flo1214_10,Puig d'en Roca,Destí Hospital Josep Trueta i  Puig d'en Roca,L2-101,1,1
L2,DS_Flo,DS-Flo1214_11,Avellaneda,Destí Avellaneda,L2-102,1,1
L1,DS_Flo,DS-Flo1214_12,Montjuïc,Destí Montjuic,L1-1,1,1
L1,DS_Flo,DS-Flo1214_13,Avellaneda,Destí Avellaneda,L1-2,1,1
L2,DS_Flo,DS-Flo1214_14,Hospital Josep Trueta,Destí Hospital Josep Trueta,L2-1,1,1
L2,DS_Flo,DS-Flo1214_15,Avellaneda,Destí Avellaneda,L2-2,1,1
L1,DS_Flo,DS-Flo1214_16,Montjuic,Destí Montjuic,L1-301,1,1
L1,DS_Flo,DS-Flo1214_17,Avellaneda,Destí Avellaneda,L1-2,1,1
L2,DS_Flo,DS-Flo1214_18,Puig d'en Roca,Destí Hospital Josep Trueta i  Puig d'en Roca,L2-101,1,1
L2,DS_Flo,DS-Flo1214_19,Avellaneda,Destí Avellaneda,L2-102,1,1
L1,DS_Flo,DS-Flo1214_01,Avellaneda,Destí Avellaneda,L1-2,1,1
L1,DS_Flo,DS-Flo1214_20,Montjuïc,Destí Montjuic,L1-1,1,1
L1,DS_Flo,DS-Flo1214_21,Avellaneda,Destí Avellaneda,L1-2,1,1
L2,DS_Flo,DS-Flo1214_22,Hospital Josep Trueta,Destí Hospital Josep Trueta,L2-1,1,1
L2,DS_Flo,DS-Flo1214_23,Avellaneda,Destí Avellaneda,L2-2,1,1
L1,DS_Flo,DS-Flo1214_24,Montjuic,Destí Montjuic,L1-301,1,1
L2,DS_Flo,DS-Flo1214_02,Hospital Josep Trueta,Destí Hospital Josep Trueta,L2-1,1,1
L2,DS_Flo,DS-Flo1214_03,Avellaneda,Destí Avellaneda,L2-2,1,1
L1,DS_Flo,DS-Flo1214_04,Montjuïc,Destí Montjuic,L1-1,1,1
L1,DS_Flo,DS-Flo1214_05,Avellaneda,Destí Avellaneda,L1-2,1,1
L2,DS_Flo,DS-Flo1214_06,Hospital Josep Trueta,Destí Hospital Josep Trueta,L2-1,1,1
